article_id,publish_date,title,section,author,format_type,topic,word_count,headline_length,paywalled
907,2025-11-17,Climate Discovery Market Culture,politics,Sarah Jones,analysis,politics,710,32,1
908,2024-02-24,Discovery Reveals Announces Market Climate New,business,James Garcia,analysis,business,1131,46,0
909,2023-06-03,Giant Study Announces Change World Change Tech Culture,world,Robert Rodriguez,opinion,world,859,54,0
910,2023-03-31,Culture Breaking Culture,science,David Garcia,analysis,science,1039,24,1
911,2024-01-11,Election News Breaking Announces,science,Emma Miller,analysis,science,718,32,0
912,2024-09-24,Crash Study Science Announces,business,Anna Davis,analysis,business,605,29,0
913,2024-08-28,Announces Market News Giant World New Innovation Reveals,science,Michael Martinez,news,science,1061,56,0
914,2023-01-12,Politics Business Innovation World Science Discovery Politics Announces,world,David Rodriguez,opinion,world,887,71,1
915,2024-05-06,Change Science Election Government Breaking Change Tech Government,science,James Rodriguez,analysis,science,1469,66,0
916,2025-08-17,Election Culture Giant Results Results World Business New,politics,Michael Garcia,feature,politics,1665,57,0
917,2024-06-28,Breaking News Reveals Change,tech,Emma Rodriguez,analysis,tech,789,28,0
918,2023-06-01,Market Government World Science Market World Market,world,James Smith,opinion,world,594,51,1
919,2023-01-09,Culture News Tech Announces,science,Robert Williams,feature,science,382,27,0
920,2023-12-18,Breaking Discovery Giant Breaking Breaking Politics Business,tech,Michael Martinez,news,tech,507,60,1
921,2024-12-06,Election Market Government Discovery Giant Tech Study New,world,Emma Davis,opinion,world,1025,57,0
922,2024-01-19,News Culture Politics Results News Climate,business,David Brown,feature,business,1763,42,1
923,2023-10-14,Culture Results World Study Discovery Politics Giant,culture,James Jones,opinion,culture,219,52,0
924,2023-03-01,Change Science Giant Science,world,James Martinez,feature,world,1793,28,0
925,2024-01-09,Innovation News Climate Science Change Discovery Breaking,politics,Sarah Smith,opinion,politics,689,57,1
926,2025-01-06,Election Giant Tech Climate Election Breaking Science,world,Michael Johnson,analysis,world,511,53,1
927,2024-02-11,Breaking Business Science Study Business Tech Breaking,science,James Jones,opinion,science,269,54,0
928,2024-10-20,Tech Business Crash Market Climate World,politics,John Davis,opinion,politics,1949,40,1
929,2024-08-30,Breaking Announces Announces News Business Culture Climate Results,world,Robert Martinez,opinion,world,1150,66,0
930,2025-07-03,Breaking Culture Business Announces Business Announces News,culture,Jane Miller,feature,culture,1119,59,1
931,2023-05-12,Announces World Change Government,politics,Robert Davis,feature,politics,607,33,0
932,2023-06-12,Science Culture Tech Results,science,Robert Williams,feature,science,430,28,0
933,2025-07-13,Science New Innovation Giant Crash Innovation Innovation,world,Sarah Davis,news,world,1257,56,0
934,2024-04-28,Politics Innovation New New Giant,politics,Lisa Davis,feature,politics,819,33,1
935,2023-08-18,Study Innovation Giant Politics New Politics News,politics,John Smith,feature,politics,1467,49,0
936,2023-11-19,Tech Change Study,politics,Michael Miller,news,politics,651,17,0
937,2023-08-01,Market Announces World News Change Crash Science,science,David Williams,news,science,1498,48,0
938,2023-11-05,Breaking Breaking Election,science,Emma Rodriguez,opinion,science,330,26,0
939,2024-04-11,Crash Tech Government Culture Giant Change,culture,James Williams,analysis,culture,1799,42,0
940,2024-05-06,Reveals Market Tech Announces Breaking Innovation,culture,Emma Johnson,analysis,culture,863,49,0
941,2023-05-25,Reveals Crash Science Innovation Government Business Study Discovery,tech,Lisa Martinez,news,tech,610,68,0
942,2023-09-13,Announces Innovation Election Culture Culture Politics Market Science,tech,Emma Davis,feature,tech,1990,69,0
943,2023-04-08,Announces Market Reveals Culture,business,Michael Davis,feature,business,1869,32,0
944,2023-06-10,Innovation Science Study Reveals Business Tech,politics,David Smith,analysis,politics,1275,46,1
945,2024-11-04,Politics World Crash,culture,Anna Jones,feature,culture,1703,20,0
946,2023-05-18,Business Results Culture,business,Jane Garcia,analysis,business,926,24,0
947,2025-06-11,Innovation News Politics Tech Study Election Politics,tech,Anna Johnson,feature,tech,529,53,1
948,2025-02-18,Market Study Politics Change Crash Market Innovation,science,Sarah Martinez,opinion,science,947,52,0
949,2025-11-22,Announces Breaking Government Change,business,James Williams,analysis,business,221,36,1
950,2023-08-26,Announces Market Announces Study,science,Sarah Miller,news,science,1399,32,0
951,2025-07-27,Business News Crash Government Announces Business Innovation,culture,John Jones,feature,culture,1500,60,1
952,2023-04-28,Discovery New Business Science Government Announces Results,business,Michael Smith,news,business,1016,59,1
953,2025-02-17,News Climate Business Innovation Climate Crash Politics World,politics,Jane Jones,analysis,politics,575,61,1
954,2025-02-10,Crash Innovation Market Government,culture,Robert Jones,opinion,culture,668,34,0
955,2024-08-10,World World Market,politics,Anna Davis,feature,politics,1174,18,1
956,2023-10-30,World Election Crash World,science,Emma Davis,analysis,science,1248,26,0
957,2023-01-14,Market Discovery Business Study,culture,Lisa Jones,opinion,culture,1824,31,0
958,2024-08-09,Study Change Change Giant News Climate,world,Lisa Garcia,news,world,563,38,1
959,2024-03-08,News Business News Breaking Culture,tech,Lisa Miller,feature,tech,630,35,0
960,2024-02-17,Science Giant New Politics Discovery Politics Business,world,Emma Martinez,opinion,world,1399,54,0
961,2024-02-26,Results Politics Election,politics,Michael Martinez,analysis,politics,1977,25,0
962,2023-08-24,Discovery Announces Breaking Election New Election,science,Emma Smith,news,science,783,50,1
963,2023-02-18,News Announces Government Discovery Government,business,John Rodriguez,analysis,business,1764,46,0
964,2023-08-04,Giant Change Study Results,business,Sarah Jones,analysis,business,1519,26,0
965,2023-09-11,Politics News Election Market Science,business,Lisa Garcia,feature,business,1774,37,0
966,2023-05-24,Innovation New Climate Breaking Tech Announces New,tech,Robert Rodriguez,opinion,tech,373,50,0
967,2024-04-01,Reveals Election Crash,tech,David Williams,opinion,tech,949,22,0
968,2025-04-25,Business New New,world,John Brown,opinion,world,1612,16,0
969,2024-09-30,Innovation Government Climate Market Climate Innovation Government Announces,science,Emma Rodriguez,feature,science,522,76,0
970,2025-12-28,World Study New Culture Science Culture,culture,Anna Brown,feature,culture,786,39,0
971,2025-09-29,Politics Tech Election Reveals,politics,John Garcia,feature,politics,922,30,0
972,2025-11-19,Crash Results Breaking Study Reveals,world,Jane Miller,news,world,1986,36,0
973,2025-07-29,Change Culture Breaking,world,Jane Rodriguez,news,world,930,23,0
974,2024-09-19,News Government Change Election,politics,Robert Jones,opinion,politics,538,31,0
975,2024-08-02,Market Business Election Climate Breaking Business,culture,David Williams,news,culture,815,50,0
976,2025-09-29,Climate Politics Government Breaking World,tech,Jane Smith,feature,tech,1709,42,1
977,2024-11-22,Government Election Crash Business Reveals Market Science,science,John Smith,opinion,science,1394,57,1
978,2023-03-11,Giant Discovery Business Study,business,James Smith,analysis,business,498,30,0
979,2025-03-20,Innovation Politics Breaking Election Election Change,culture,Anna Johnson,analysis,culture,1012,53,1
980,2023-10-03,Innovation Politics Politics New Election,tech,Jane Brown,feature,tech,1688,41,0
981,2023-03-16,Giant Science Innovation Climate Innovation Government,business,John Garcia,opinion,business,1739,54,0
982,2023-10-23,Study Business Government,science,James Miller,analysis,science,1881,25,0
983,2024-02-09,Culture Politics Culture Breaking Business Crash,politics,Anna Brown,opinion,politics,1899,48,0
984,2025-01-10,Giant Election Business Government Crash Breaking Business,science,Robert Brown,opinion,science,1210,58,1
985,2025-12-17,Climate Science Giant Giant Breaking,business,Jane Jones,opinion,business,680,36,1
986,2023-03-24,Results Innovation Change Study New Science Culture News,politics,Emma Miller,opinion,politics,1891,56,0
987,2023-10-26,Climate Market Results,politics,Anna Rodriguez,opinion,politics,1663,22,1
988,2024-08-01,Discovery New Culture Business Culture News News,science,Emma Rodriguez,opinion,science,812,48,0
989,2025-03-26,Business Tech Business Giant Culture Discovery Innovation Politics,tech,John Davis,news,tech,1695,66,1
990,2024-06-15,Giant Election News Study,science,James Brown,analysis,science,888,25,0
991,2023-09-13,New World Business Announces Discovery Crash Government Politics,politics,David Rodriguez,news,politics,1291,64,0
992,2024-08-24,World Results Government Crash News Results Results Breaking,business,James Jones,opinion,business,1768,60,0
993,2025-10-24,Reveals Giant Science Discovery Politics Market News,world,Lisa Davis,analysis,world,1905,52,1
994,2025-08-18,Discovery Science World Market Announces Change,tech,Lisa Davis,analysis,tech,850,47,0
995,2023-08-05,Study Tech Crash Giant Business,science,John Brown,opinion,science,740,31,1
996,2025-02-03,Climate Politics Government Announces Market,politics,Emma Martinez,news,politics,1916,44,0
997,2024-12-25,Study Innovation Crash,science,Emma Davis,news,science,929,22,0
998,2024-07-01,Business Breaking Climate Science Change Change Election Climate,science,Robert Jones,news,science,978,64,1
999,2024-10-18,Science Study Study Study Change Study,tech,Jane Smith,feature,tech,1531,38,1
1000,2023-09-06,Results World Politics Announces,politics,John Johnson,opinion,politics,1967,32,1
